code name kategori tipe asal nama_latin keterangan air_g energi_kal protein_g lemak_g karbo_g serat_g abu_g ca_mg p_mg fe_mg na_mg k_mg cu_mg zn_mg b_karoten_mcg karoten_total_mcg niasin_mg retinol_mcg riboflavin_b2_mg thiamin_b1_mg vit_c_mg
GP053 Abon haruwan Buah Mentah (Raw) Daerah Istimewa Yogyakarta Abon dari ikan gabus 11.6 513 23.7 37.0 21.3 6.4 25 25 0.5 61 15.0 0.00 0.2
GP054 Abon ikan Ikan/Kerang/Udang dll Olahan (Processed) 6.4 435 27.2 20.2 36.1 10.1 24.3 0.80
DR001 Akar tonjong, segar (Lotus root, fresh) Sayuran Mentah (Raw) Nelumbo nucifera 86.7 45 1.1 0.4 10.8 1.2 1.0 72 125 1.3 96 1147.1 0.02 0.2 83 90 1.9 0 0.03 0.02 2
DR002 Ale,toge, segar Sayuran Mentah (Raw) Acacia leucophloea 90.6 37 4.4 0.5 3.8 1.7 0.7 50 248 2.0 2 105.0 0.16 0.4 0 35 0.6 0 0.09 0.02 46
ER001 Alpukat, segar (Avocado, fresh) Buah Mentah (Raw) Persea americana 84.3 85 0.9 6.5 7.7 0.6 10 20 0.9 2 278.0 0.20 0.4 189 180 1.0 0.08 0.05 13
AP026 Amparan tatak Serealia Olahan (Processed) Kalimantan Selatan Seperti kue talam. Berbahan dasar tepung beras, santan, dan pisang 58.4 191 1.3 5.5 34.0 0.8
CP015 Ampas kacang hijau Kacang-Kacangan Olahan (Processed) 70.6 96 3.7 0.6 19.1 2.7 0.6 133 150 1.3 0.05
CP017 Ampas tahu kukus Kacang-Kacangan Olahan (Processed) 82.5 75 4.1 2.1 10.7 5.1 0.6 203 60 1.3 0 0.07
CP018 Ampas tahu, kering Kacang-Kacangan Olahan (Processed) 9.0 414 26.6 18.3 41.3 0.0 5.8 19 29 4.0 45 1055.7 0.99 2.8 24 0.5 0 0.10 0.20 0
CP016 Ampas tahu, mentah Kacang-Kacangan Olahan (Processed) 84.1 67 5.0 2.1 8.1 4.1 0.6 460 88 1.0 8 184.5 0.17 0.5 0 0.1 0.02 0.06
FR001 Anak sapi, daging, gemuk, segar (Veal, meat, high fat, fresh) Daging Mentah (Raw) Bos javanicus 62.0 184 18.8 14.0 0.0 0.0 5.2 10 200 2.2 118 490.1 0.17 3.3 37 7.0 12 0.17 0.13
FR002 Anak sapi, daging, kurus, segar (Veal, meat, high fat, fresh) Daging Mentah (Raw) Bos javanicus 69.0 174 19.6 10.0 0.0 0.0 1.4 11 201 2.9 96 399.8 0.14 2.7 30 5.7 6 0.14 0.08 0
FR003 Anak sapi, daging, sedang, segar (Veal, meat, fresh) Daging Mentah (Raw) Bos javanicus 68.0 190 19.1 12.0 0.0 0.0 0.9 11 193 2.9 99 412.7 0.14 2.8 83 5.9 12 0.15 0.14 0
DR003 Andaliman, segar Sayuran Mentah (Raw) Zanthoxylum acanthopodium 74.2 99 4.6 1.0 18.0 8.5 2.2 383 107 2.9 6300 0 3.00 15
DR004 Andewi, segar (Endive, fresh) Sayuran Mentah (Raw) Cichorium endivia 91.8 226 1.6 0.2 5.3 4.1 1.1 33 66 1.0 29 414.6 0.13 1.0 1717 0.5 0.09 0.14 10
ER002 Anggur hutan, segar Buah Mentah (Raw) 92.3 30 0.5 0.2 6.8 1.2 0.2 39 12 1.1 1 0 0.01 3
FR004 Angsa, daging, segar (Goose, meat, fresh) Daging Mentah (Raw) Cygnus cygnus dom. 51.1 349 16.4 31.5 0.0 0.0 1.0 15 188 1.8 71 299.2 0.26 1.7 0 7.1 273 0.24 0.10 0
DP023 Anyang, sayur Sayuran Olahan (Processed) Medan Seperti urap sayuran, biasanya terdiri dari daun pakis, tauge, daun pepaya, kacang panjang, kangkung dan kelapa parut 76.9 126 3.4 7.9 10.3 5.4 1.5 180 1 2.9 290 181.0 0.30 1.2 3263 0.20
AP027 Apang kukus, kue Serealia Olahan (Processed) Seperti kue mangkok. Berbahan dasar tepung beras, santan dan gula merah yang diolah dengan cara di kukus 49.5 202 3.0 0.3 46.7 0.5
ER003 Apel malang, segar (Apel, green, fresh) Buah Mentah (Raw) Malus domestica 85.9 57 0.5 0.4 12.8 0.8 0.3 9 18 0.6 4 175.4 110.16 0.0 26 2240 0.1 0.03 0.05 5
ER004 Apel, segar Buah Mentah (Raw) 84.1 58 0.3 0.4 14.9 2.6 0.3 6 10 0.3 2 130.0 124.20 0.3 30 90 0.1 0.03 0.04 5
AP028 Apem, kue Serealia Olahan (Processed) Seperti kue mangkok. Berbahan dasar tepung beras, santan dan gula merah yang diolah dengan cara di kukus 63.1 148 2.0 0.5 33.9 0.5
ER005 Arbai, segar (Arbein, fresh) Buah Mentah (Raw) Rubus rosifolius 89.9 37 0.8 0.5 8.3 0.5 28 27 0.8 2 43.0 63.52 18.9 2 60 0.1 0.00 0.03 60
DP024 Ares, sayur Sayuran Olahan (Processed) NTB Masakan dari umbut / hati batang pisang dimasak dengan santan dan bumbu (gulai) 77.7 113 0.9 7.2 11.2 4.7 3.0 63 5 1.5 1413 1030.0 0.70 3.8 6 0.5 0.10
BR001 Arrowroot, segar (Arrowroot, fresh) Umbi Berpati Mentah (Raw) Maranta arundinacea 73.5 102 1.0 0.2 24.1 1.7 1.2 28 35 1.7 36 626.6 0.20 0.8 15 0 2.3 0 0.10 0.06 2
DP025 Arwan sirsir Sayuran Olahan (Processed) Maluku Tenggara Bahan dasar terdiri dari daun kasbi, daun pepaya, bunga pepaya dimasak dengan santan 59.0 277 2.4 25.0 10.7 4.6 2.9 120 40 2.4 240 320.0 0.20 0.9 1578 0.0 0.20 0.10 11
NR001 Asam arang coklat, segar Bumbu Mentah (Raw) 66.1 130 0.5 1.1 30.9 1.5 1.4 79 113 4.3 13 0.00 745 0 0.0 0.20 0.01 0
NR002 Asam arang merah, segar (Mysore Gamboge, fresh) Bumbu Mentah (Raw) Garcinia xanthochymus 75.9 99 0.8 1.6 20.3 2.8 1.4 69 300 4.6 2 95.7 0.00 0.1 529 0 1.6 0.34 0.01 0
NR004 Asam kandis, segar (Mysore Gamboge, fresh) Bumbu Mentah (Raw) Garcinia xanthochymus 81.5 75 0.2 1.1 16.1 3.4 1.1 63 139 2.5 93 93.2 0.10 0.1 41 0 0.1 0.00 0.01 0
NR005 Asam masak pohon, segar (Tamarind, fresh) Bumbu Mentah (Raw) Tamarindus indica 31.4 267 2.8 0.6 62.5 1.2 2.7 74 113 0.6 9 139.5 0.09 0.1 9 30 0.7 0.04 0.34 2
NR006 Asam payak, segar (Asam paya/ kelubi/ kuwai-kuwai) Bumbu Mentah (Raw) Eleiodoxa conferta 65.1 135 0.8 0.4 32.1 10.0 1.6 60 39 5.7 0 0 0.00 0
NR003 Asan kandis, kering (Mysore Gamboge, dry) Bumbu Mentah (Raw) Garcinia xanthochymus 32.2 261 0.9 1.6 63.3 5.0 2.0 192 657 4.4 26 341.4 0.40 0.3 0 0 0.4 0.00 0.00 0
DP022 Asinan Bogor, sayuran Sayuran Olahan (Processed) 78.0 98 3.9 2.6 14.8 0.5 0.7 314 17 1.2 483 146 10 0.28 5
FP027 Ayam goreng Kentucky,sayap Daging Olahan (Processed) 44.7 297 35.9 15.2 1.6 0.0 2.6 103 227 4.4 807 248.4 0.06 1.4 70 6.5 22 0.14 0.73 0
FP021 Ayam goreng church texas, dada Daging Olahan (Processed) 42.2 338 35.2 20.6 0.4 0.0 1.5 79 221 5.6 800 369.5 0.16 1.1 80 12.1 16 0.16 0.52 0
FP023 Ayam goreng church texas, sayap Daging Olahan (Processed) 47.2 295 34.0 16.0 1.5 0.0 1.3 81 179 3.0 771 237.2 0.16 1.2 50 6.2 13 0.13 0.44 0
FP022 Ayam goreng church,texas paha Daging Olahan (Processed) 50.3 287 31.0 15.7 1.7 0.0 1.3 99 176 4.1 723 257.0 0.17 1.5 30 5.3 22 0.20 0.66 0
FP024 Ayam goreng kalasan, paha Daging Olahan (Processed) 46.2 275 37.4 12.2 1.3 0.0 2.9 116 237 5.8 176 321.9 0.16 1.5 0 50 10 0.10 0
FP025 Ayam goreng kentucky, dada Daging Olahan (Processed) 46.5 298 34.2 16.8 0.1 0.0 2.5 90 284 5.5 741 342.0 0.07 1.0 50 0.0 36 0.00 0.19 0
FP026 Ayam goreng Kentucky, paha Daging Olahan (Processed) 48.7 286 32.1 16.1 1.1 0.0 2.0 89 248 6.9 746 265.2 0.09 2.3 20 5.5 31 0.21 0.50 0
FP028 Ayam goreng mbok berek dada Daging Olahan (Processed) 43.4 295 39.2 13.6 1.0 0.0 2.8 114 278 5.4 50 8 0.19 0
FP029 Ayam goreng pasundan, dada Daging Olahan (Processed) 50.1 246 37.9 9.0 0.7 0.0 2.3 90 260 7.5 70 0.0 6 0.16
FP030 Ayam goreng pasundan, paha Daging Olahan (Processed) 52.8 245 33.1 11.4 0.3 0.0 2.5 90 283 7.3 40 0.0 8 0.37
FP031 Ayam goreng pioneer, dada Daging Olahan (Processed) 44.5 295 37.4 14.7 0.6 0.0 2.7 108 236 6.8 80 0.0 16 0.10
FP032 Ayam goreng sukabumi, dada Daging Olahan (Processed) 49.8 244 36.7 9.2 1.0 0.0 3.4 81 154 6.1 80 0.0 20 0.66
FP033 Ayam goreng sukabumi, paha Daging Olahan (Processed) 46.0 283 35.7 14.3 0.5 0.0 3.6 68 106 5.4 60 0.0 11 0.36
FP034 Ayam taliwang, masakan Daging Olahan (Processed) 57.5 264 18.2 20.1 2.7 1.5 94 164 2.0 507 408.0 0.40 12.3 1067
